cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
2020,Wisconsin,11/3/2020,Joseph R. Biden Jr.,8/10/2020,8/19/2020,Morning Consult,797,lv,0.0624365,99,51,50.89549,51.99853,T,68445,128131
2020,Wisconsin,44138,Joseph R. Biden Jr.,8/9/2020,8/18/2020,Morning Consult,797,lv,0.0581756,0,50,49.89547,50.98494,T,68444,128130
2020,Wisconsin,44138,Joseph R. Biden Jr.,8/8/2020,8/17/2020,Morning Consult,797,lv,0.0541751,0,48,47.89558,48.99105,T,68443,128129
2020,Wisconsin,44138,Joseph R. Biden Jr.,8/6/2020,8/15/2020,Morning Consult,797,lv,0.1051971,0,50,49.89547,51.00303,T,68442,128128
2020,Wisconsin,44138,Joseph R. Biden Jr.,8/5/2020,8/14/2020,Morning Consult,797,lv,0.0532087,0,50,49.89547,51.00856,T,68441,128127
2020,Wisconsin,44138,Joseph R. Biden Jr.,8/4/2020,44056,NA,99,lv,0.053966,0,50,49.89547,51.01786,T,68440,128126
2020,Wisconsin,44138,Joseph R. Biden Jr.,8/3/2020,44055,Morning Consult,797,lv,0.054839,0,50,49.89547,51.03081,T,68439,128125
2020,Wisconsin,44138,Joseph R. Biden Jr.,8/2/2020,44054,Morning Consult,797,lv,0.0572927,0,50,49.89547,51.06627,T,68438,128124
2020,Wisconsin,44138,Joseph R. Biden Jr.,8/1/2020,44053,Morning Consult,797,lv,0.0580641,0,50,49.89547,51.07791,T,68437,128123
2020,Wisconsin,44138,Joseph R. Biden Jr.,7/31/2020,44052,Morning Consult,797,lv,0.0588776,0,50,49.89547,51.08915,T,68436,128122
2020,Wisconsin,44138,Joseph R. Biden Jr.,7/30/2020,44051,Morning Consult,797,lv,0.0598521,0,51,50.89549,52.09869,T,68435,128121
2020,Wisconsin,44138,Biden,7/29/2020,44050,Morning Consult,797,lv,0.0608936,0,51,50.89549,52.10946,T,68434,128120
2020,Wisconsin,44138,Joseph R. Biden Jr.,7/28/2020,44049,Morning Consult,797,lv,0.0609195,0,51,50.89549,52.12191,T,68433,128119
2020,Wisconsin,44138,Joseph R. Biden Jr.,7/27/2020,44048,Morning Consult,797,lv,0.0608776,0,51,50.89549,52.13704,T,68432,128118
2020,Wisconsin,44138,Joseph R. Biden Jr.,7/26/2020,44047,Morning Consult,797,NA,0.0608964,0,51,50.89549,52.14967,T,68431,128117
2020,Wisconsin,44138,Joseph R. Biden Jr.,7/25/2020,44046,Morning Consult,797,lv,0.0609235,0,51,50.89549,52.16029,T,68430,128116
2020,WI,44138,Joseph R. Biden Jr.,44036,44045,Morning Consult,797,lv,0.0610143,0,52,51.89557,53.17028,T,68429,128115
2020,Wisconsin,44138,Joseph R. Biden Jr.,44035,44044,Morning Consult,797,lv,0.0612279,0,51,50.89549,52.18348,T,68428,128114
2020,Wisconsin,44138,Joseph R. Biden Jr.,44034,44043,Morning Consult,797,lv,0.0616187,0,50,49.89547,51.19632,T,68427,128113
2020,National,11/3/2020,Joseph R. Biden Jr.,10/10/2020,10/12/2020,SurveyMonkey,10971,lv,0.0222101,0.0045781,51.78,50.7513,50.70082,T,70923,132702
2020,National,11/3/2020,Joseph R. Biden Jr.,10/9/2020,10/11/2020,SurveyMonkey,19886,lv,0.0414933,0.007943,51.49,50.46113,50.42536,T,70922,132701
2020,National,11/3/2020,Joseph R. Biden Jr.,10/8/2020,10/10/2020,SurveyMonkey,25748,lv,0.0553771,0.0098171,52.36,51.33177,51.31301,T,70921,132700
2020,National,11/3/2020,Joseph R. Biden Jr.,10/7/2020,10/9/2020,SurveyMonkey,34460,lv,0.0786327,0.0117644,52.74,51.71218,51.73128,T,70920,132699
2020,National,11/3/2020,Joseph R. Biden Jr.,10/6/2020,10/8/2020,SurveyMonkey,33925,lv,0.0801546,0.0107681,53.35,52.32298,52.36193,T,70919,132698
2020,National,11/3/2020,Joseph R. Biden Jr.,10/5/2020,10/7/2020,SurveyMonkey,30687,lv,0.0792478,0.0070191,53.28,52.25288,52.35821,T,70918,132697
2020,National,11/3/2020,Joseph R. Biden Jr.,10/4/2020,10/6/2020,SurveyMonkey,20168,lv,0.0532837,0.0039204,53.26,52.23285,52.36133,T,70917,132696
2020,National,11/3/2020,Joseph R. Biden Jr.,10/3/2020,10/5/2020,SurveyMonkey,12691,lv,0.0345475,0.0020182,52.72,51.69215,51.84409,T,70916,132695
2020,National,11/3/2020,Joseph R. Biden Jr.,10/2/2020,10/4/2020,SurveyMonkey,12510,lv,0.035309,0.0015304,52.33,51.30174,51.47744,T,70915,132694
2020,National,11/3/2020,Joseph R. Biden Jr.,10/1/2020,10/3/2020,SurveyMonkey,17645,lv,0.0515271,0.0014719,52.04,51.01149,51.21507,T,70914,132693
2020,National,11/3/2020,Joseph R. Biden Jr.,9/30/2020,10/2/2020,SurveyMonkey,21170,lv,0.0639868,0.0009017,51.96,50.93142,51.1632,T,70913,132692
2020,National,11/3/2020,Joseph R. Biden Jr.,9/29/2020,10/1/2020,SurveyMonkey,24022,lv,0.0768573,0,52.02,50.99147,51.35799,T,70912,132691
2020,National,11/3/2020,Joseph R. Biden Jr.,9/28/2020,9/30/2020,SurveyMonkey,24292,lv,0.0772955,0,51.78,50.7513,51.1552,T,70911,132690
2020,National,11/3/2020,Joseph R. Biden Jr.,9/27/2020,9/29/2020,SurveyMonkey,20951,lv,0.0633046,0,51.85,50.82134,51.39215,T,70910,132689
2020,National,11/3/2020,Joseph R. Biden Jr.,9/26/2020,9/28/2020,SurveyMonkey,15482,lv,0.0457482,0,51.89,50.86137,51.47955,T,70909,132688
2020,National,11/3/2020,Joseph R. Biden Jr.,9/25/2020,9/27/2020,SurveyMonkey,15443,lv,0.0446186,0,51.74,50.71127,51.3777,T,70908,132687
2020,National,11/3/2020,Joseph R. Biden Jr.,9/24/2020,9/26/2020,SurveyMonkey,21047,lv,0.0595361,0,51.71,50.68125,51.3933,T,70907,132686
2020,National,11/3/2020,Joseph R. Biden Jr.,9/23/2020,9/25/2020,SurveyMonkey,23974,lv,0.0667864,0,52.1,51.07154,51.82502,T,70906,132685
2020,National,11/3/2020,Joseph R. Biden Jr.,9/22/2020,9/24/2020,SurveyMonkey,22170,lv,0.0612739,0,52.37,51.34178,52.13557,T,70905,132684
2020,National,11/3/2020,Joseph R. Biden Jr.,,,Survey Monkey,19097,lv,NA,0,52.45,51.42186,52.2566,X,70904,132683
2020,National,11/3/2020,Joseph R. Biden Jr.,9/20/2020,9/22/2020,SurveyMonkey,13675,lv,0.0379662,0,52.68,51.65211,52.52618,T,70903,132682
2020,National,11/3/2020,Biden,9/19/2020,9/21/2020,SurveyMonkey,9248,lv,0.0256242,0,51.45,50.42111,51.33355,T,70902,132681
2020,National,11/3/2020,Joseph R. Biden Jr.,9/18/2020,9/20/2020,SurveyMonkey,8738,lv,0.0241282,0,51.59,50.56118,51.50772,T,70901,132680
2020,National,11/3/2020,Joseph R. Biden Jr.,9/17/2020,9/19/2020,SurveyMonkey,12696,lv,0.034951,99,51.32,50.29105,51.27063,T,70900,132679
2020,National,11/3/2020,Joseph R. Biden Jr.,9/16/2020,9/18/2020,SurveyMonkey,16194,lv,0.0446412,0,52.46,51.43187,52.44317,T,70899,132678
2020,National,11/3/2020,Joseph R. Biden Jr.,9/15/2020,9/17/2020,SurveyMonkey,18003,lv,0.0497573,0,53.08,52.0526,53.09402,T,70898,132677
2020,NATl,11/3/2020,Joseph R. Biden Jr.,9/14/2020,9/16/2020,SurveyMonkey,18332,lv,0.0509818,0,53.26,52.23285,53.30558,T,70897,132676
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2020,Wisconsin,44138,Joseph R. Biden Jr.,44008,44010,Change Research,502,lv,0.5248306,0,51,51.30438,52.63076,,66961,125034
2020,Wisconsin,44138,Joseph R. Biden Jr.,44005,44007,Trafalgar Group,1021,lv,0.6540527,0,44.6,47.58689,48.91557,,66932,124981
2020,Wisconsin,44138,Joseph R. Biden Jr.,43996,44001,Redfield & Wilton Strategies,846,lv,0.7862581,0,45,45.89742,47.23138,,66909,124936
2020,Wisconsin,44138,Joseph R. Biden Jr.,43994,43998,Hodas & Associates,600,lv,0.7015365,0,55.33,54.725,56.09633,,66901,124920
2020,Wisconsin,44138,Joseph R. Biden Jr.,43990,43997,Siena College/The New York Times Upshot,655,rv,1.218247,0,49,50.18238,51.61221,,66897,124899
2020,Wisconsin,44138,Joseph R. Biden Jr.,43838,43842,Marquette University Law School,701,lv,1.45004,0,48,48.01514,50.75769,,63282,124824
2020,Wisconsin,44138,Joseph R. Biden Jr.,43802,43807,Marquette University Law School,652,lv,1.284856,0,49,49.01516,52.14749,,63090,124823
2020,Wisconsin,44138,Joseph R. Biden Jr.,43782,43786,Marquette University Law School,685,lv,1.375621,0,45,45.01506,47.43135,,62674,124822
2020,Wisconsin,44138,Joseph R. Biden Jr.,43994,43996,Change Research,231,lv,0.3064567,0,48,48.30422,49.69922,,66831,124715
2020,Wisconsin,44138,Joseph R. Biden Jr.,43981,43984,Fox News/Beacon Research/Shaw & Co. Research,801,rv,1.294408,0,49,50.06056,51.8259,,66726,124471
2020,Wisconsin,44138,Joseph R. Biden Jr.,43980,43982,Change Research,382,lv,0.4973621,0,45,45.30266,47.1792,,66715,124439
2020,Wisconsin,44138,Joseph R. Biden Jr.,43961,43965,Redfield & Wilton Strategies,875,lv,0.7969701,0,48,48.90163,51.48478,,66507,123931
2020,Wisconsin,44138,Joseph R. Biden Jr.,43957,43959,Hodas & Associates,600,lv,0.7015365,0,51.5,50.8913,53.54177,,66402,123703
2020,Wisconsin,44138,Joseph R. Biden Jr.,43934,43936,Hodas & Associates,600,lv,0.7015365,0,50,49.39109,51.93487,,65908,122094
2020,Wisconsin,44138,Joseph R. Biden Jr.,43941,43942,Public Policy Polling,1415,v,1.130882,0,50,48.75104,51.24468,,65903,122086
2020,Wisconsin,44138,Joseph R. Biden Jr.,43936,43941,Ipsos,645,rv,0.8281578,0,43,44.38225,46.88367,,65865,121903
2020,Wisconsin,44138,Joseph R. Biden Jr.,43927,43929,Garin-Hart-Yang Research Group,301,lv,0.4699908,0,48,46.60241,49.49724,,65735,121499
2020,Wisconsin,44138,Joseph R. Biden Jr.,43914,43919,Marquette University Law School,813,rv,1.467748,0,48,48.90282,51.76805,,65050,120701
2020,Wisconsin,44138,Joseph R. Biden Jr.,43907,43909,Hodas & Associates,600,lv,0.7015365,0,46.5,45.89333,48.60472,,65003,120541
2020,Wisconsin,44138,Joseph R. Biden Jr.,43907,43915,Baldwin Wallace University,822,rv,0.6705672,0,44.9,46.21757,48.99532,,64988,120502
2020,Wisconsin,44138,Joseph R. Biden Jr.,43900,43901,Public Policy Polling,1727,v,1.749676,0,48,47.4684,50.16145,,64807,119955
2020,Wisconsin,44138,Joseph R. Biden Jr.,43896,43898,YouGov,459,rv,0.6826778,0,44,45.12686,47.78362,,64768,119818
2020,Wisconsin,44138,Joseph R. Biden Jr.,43895,43897,Optimus,502,lv,0.6686068,0,43.07,44.42627,47.03608,,64757,119789
2020,Wisconsin,44138,Joseph R. Biden Jr.,43867,43879,Expedition Strategies,500,rv,0.6358964,0,42,43.48149,46.23914,,64743,119732
2020,Wisconsin,44138,Joseph R. Biden Jr.,43880,43884,Marquette University Law School,1000,rv,1.76694,0,46,46.90047,49.70446,,64588,119094
2020,Wisconsin,44138,Joseph R. Biden Jr.,43872,43881,YouGov,936,rv,1.123359,0,45,46.12972,48.92914,,64500,118781
2020,Wisconsin,44138,Joseph R. Biden Jr.,43873,43879,Quinnipiac University,823,rv,1.210217,0,42,43.12814,45.88309,,64472,118606
2020,Wisconsin,44138,Joseph R. Biden Jr.,43844,43846,Tarrance Group,500,lv,0.8299353,0,47,46.8578,49.60072,,63578,117018
2020,Wisconsin,44138,Joseph R. Biden Jr.,43835,43838,Fox News/Beacon Research/Shaw & Co. Research,1504,rv,2.083902,0,46,47.05737,49.87545,,63246,115582
2020,Wisconsin,44138,Joseph R. Biden Jr.,43802,43804,Optimus,610,lv,0.7452961,0,39.08,40.41311,43.37107,,63026,114314
2020,West Virginia,44138,Joseph R. Biden Jr.,44124,44136,SurveyMonkey,738,lv,0.3180303,0.3180303,32,31.39679,31.40447,T,72664,136417
2020,West Virginia,44138,Joseph R. Biden Jr.,44122,44135,SurveyMonkey,798,lv,0.0479016,0.0467876,33,32.39066,32.39459,T,72526,136148
2020,West Virginia,44138,Joseph R. Biden Jr.,44121,44134,SurveyMonkey,805,lv,0.0236638,0.0225631,32,31.39679,31.40177,T,72425,135951
2020,West Virginia,44138,Joseph R. Biden Jr.,44120,44133,SurveyMonkey,791,lv,0.0228282,0.0212355,32,31.39679,31.40299,T,72346,135786
2020,West Virginia,44138,Joseph R. Biden Jr.,44105,44132,SurveyMonkey,1359,lv,0.2470967,0.172393,32,31.39679,31.41024,T,72243,135583
2020,West Virginia,44138,Joseph R. Biden Jr.,44104,44131,SurveyMonkey,1315,lv,0.0161758,0.0109093,33,32.39066,32.40425,T,72089,135216
2020,West Virginia,44138,Joseph R. Biden Jr.,44102,44129,SurveyMonkey,1271,lv,0.0341592,0.0190656,33,32.39066,32.41539,T,71979,134982
2020,West Virginia,44138,Joseph R. Biden Jr.,44101,44128,SurveyMonkey,1250,lv,0.0171968,0.0091983,33,32.39066,32.42422,T,71894,134808
2020,West Virginia,44138,Joseph R. Biden Jr.,44100,44127,SurveyMonkey,1223,lv,0.0172768,0.0088393,33,32.39066,32.43481,T,71827,134673
2020,West Virginia,44138,Joseph R. Biden Jr.,44098,44126,SurveyMonkey,1203,lv,0.0369667,0.0154744,33,32.39066,32.48103,T,71766,134542
2020,West Virginia,44138,Joseph R. Biden Jr.,44123,44124,Triton Polling & Research,544,lv,0.5765287,0.4558599,37.9,37.2532,37.26599,,71748,134435
2020,West Virginia,44138,Joseph R. Biden Jr.,44098,44125,SurveyMonkey,1154,lv,0,0,32,31.39679,31.50196,T,71683,134343
2020,West Virginia,44138,Joseph R. Biden Jr.,44097,44124,SurveyMonkey,1115,lv,0.0189664,0.0070573,32,31.39679,31.51932,T,71570,134118
2020,West Virginia,44138,Joseph R. Biden Jr.,44096,44123,SurveyMonkey,1075,lv,0.0188888,0.0065891,32,31.39679,31.53761,T,71468,133906
2020,West Virginia,44138,Joseph R. Biden Jr.,44095,44122,SurveyMonkey,1020,lv,0.0185693,0.0060458,33,32.39066,32.55246,T,71383,133722
2020,West Virginia,44138,Joseph R. Biden Jr.,44094,44121,SurveyMonkey,1002,lv,0.0189597,0.005732,34,33.38488,33.57158,T,71301,133561
2020,West Virginia,44138,Joseph R. Biden Jr.,44093,44120,SurveyMonkey,972,lv,0.0191807,0.0053528,35,34.37946,34.59286,T,71243,133444
2020,West Virginia,44138,Joseph R. Biden Jr.,44092,44119,SurveyMonkey,914,lv,0.0188782,0.0048293,34,33.38488,33.62046,T,71182,133317
2020,West Virginia,44138,Joseph R. Biden Jr.,44090,44118,SurveyMonkey,857,lv,0.0359168,0.0083527,34,33.38488,33.64212,T,71108,133167
2020,West Virginia,44138,Joseph R. Biden Jr.,44090,44117,SurveyMonkey,824,lv,0,0,34,33.38488,33.66391,T,71014,132960
2020,West Virginia,44138,Joseph R. Biden Jr.,44089,44116,SurveyMonkey,771,lv,0.0187516,0.0034887,34,33.38488,33.68737,T,70973,132803
2020,West Virginia,44138,Joseph R. Biden Jr.,44105,44110,Research America Inc.,450,lv,0.6126379,0.2137109,39,38.51056,38.66589,,70703,132427
2020,West Virginia,44138,Joseph R. Biden Jr.,44103,44104,Triton Polling & Research,525,rv,0.5731432,0.1066313,38,38.20701,38.52937,,70625,132056
2020,West Virginia,44138,Joseph R. Biden Jr.,43990,44012,SurveyMonkey,264,lv,0.1946796,0,27.06,26.49252,27.50639,,70448,131302
2020,West Virginia,44138,Joseph R. Biden Jr.,44013,44043,SurveyMonkey,494,lv,0.2843392,0,31.78,31.17819,32.29874,,70398,131200
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2020,Vermont,44138,Joseph R. Biden Jr.,44124,44136,SurveyMonkey,719,lv,0.2431795,0.2431795,71,69.32835,69.35448,T,72667,136420
2020,Vermont,44138,Joseph R. Biden Jr.,44122,44135,SurveyMonkey,737,lv,0.0353829,0.0350687,71,69.32835,69.34655,T,72529,136151
2020,Vermont,44138,Joseph R. Biden Jr.,44121,44134,SurveyMonkey,734,lv,0.017527,0.0172157,70,68.30879,68.33289,T,72428,135954
2020,Vermont,44138,Joseph R. Biden Jr.,44120,44133,SurveyMonkey,749,lv,0.0178015,0.0173272,69,67.29033,67.32158,T,72349,135789
2020,Vermont,44138,Joseph R. Biden Jr.,44105,44132,SurveyMonkey,1167,lv,0.199798,0.1767308,69,67.29033,67.37616,T,72246,135586
2020,Vermont,44138,Joseph R. Biden Jr.,44123,44124,co/efficient,584,lv,0.5290526,0.486766,62,63.57672,63.69811,,72218,135482
2020,Vermont,44138,Joseph R. Biden Jr.,44104,44131,SurveyMonkey,1087,lv,0.0124457,0.0108983,68,66.27293,66.36275,T,72092,135219
2020,Vermont,44138,Joseph R. Biden Jr.,44102,44129,SurveyMonkey,1002,lv,0.0233641,0.0194216,67,65.25658,65.38388,T,71982,134985
2020,Vermont,44138,Joseph R. Biden Jr.,44100,44128,SurveyMonkey,978,lv,0.0221187,0.0181899,67,65.25658,65.39809,T,71897,134811
2020,Vermont,44138,Joseph R. Biden Jr.,44100,44127,SurveyMonkey,969,lv,0,0,67,65.25658,65.41576,T,71830,134676
2020,Vermont,44138,Joseph R. Biden Jr.,44098,44126,SurveyMonkey,939,lv,0.021749,0.0169202,66,64.24128,64.47486,T,71769,134545
